County FIPS Code,State,County Name,New,Auto,Active,Total Plan Selections
1131,AL,Wilcox County,245,89,75,409
1133,AL,Winston County,452,170,280,902
5001,AR,Arkansas County,175,194,72,441
5003,AR,Ashley County,190,257,115,562
5005,AR,Baxter County,437,445,298,1180
5007,AR,Benton County,2756,1907,1317,5980
5009,AR,Boone County,424,338,258,1020
5011,AR,Bradley County,68,128,34,230
5013,AR,Calhoun County,48,32,11,91
5015,AR,Carroll County,333,340,249,922
5017,AR,Chicot County,104,123,19,246
5019,AR,Clark County,189,163,88,440
5021,AR,Clay County,141,114,75,330
5023,AR,Cleburne County,278,272,149,699
5025,AR,Cleveland County,47,85,32,164
5027,AR,Columbia County,188,127,56,371
5029,AR,Conway County,187,204,87,478
5031,AR,Craighead County,962,733,428,2123
5033,AR,Crawford County,526,444,231,1201
5035,AR,Crittenden County,499,350,187,1036
5037,AR,Cross County,171,143,81,395
5039,AR,Dallas County,78,45,15,138
5041,AR,Desha County,97,206,38,341
5043,AR,Drew County,193,267,62,522
5045,AR,Faulkner County,1197,996,547,2740
5047,AR,Franklin County,114,121,59,294
5049,AR,Fulton County,92,80,46,218
5051,AR,Garland County,1290,1048,618,2956
5053,AR,Grant County,178,148,85,411
5055,AR,Greene County,417,275,124,816
5057,AR,Hempstead County,159,136,50,345
5059,AR,Hot Spring County,363,251,150,764
5061,AR,Howard County,100,124,39,263
5063,AR,Independence County,302,329,189,820
5065,AR,Izard County,119,75,50,244
5067,AR,Jackson County,132,112,84,328
5069,AR,Jefferson County,516,583,136,1235
5071,AR,Johnson County,197,140,107,444
5073,AR,Lafayette County,52,73,15,140
5075,AR,Lawrence County,134,151,64,349
5077,AR,Lee County,69,81,34,184
5079,AR,Lincoln County,97,133,30,260
5081,AR,Little River County,106,80,53,239
5083,AR,Logan County,183,140,81,404
5085,AR,Lonoke County,612,459,277,1348
5087,AR,Madison County,161,173,86,420
5089,AR,Marion County,150,138,120,408
5091,AR,Miller County,372,299,157,828
5093,AR,Mississippi County,368,285,123,776
5095,AR,Monroe County,79,79,24,182
5097,AR,Montgomery County,128,109,47,284
5099,AR,Nevada County,63,67,26,156
5101,AR,Newton County,80,98,69,247
5103,AR,Ouachita County,224,171,79,474
5105,AR,Perry County,102,81,72,255
5107,AR,Phillips County,148,216,45,409
5109,AR,Pike County,103,115,61,279
5111,AR,Poinsett County,210,171,99,480
5113,AR,Polk County,185,170,72,427
5115,AR,Pope County,512,440,302,1254
5117,AR,Prairie County,89,65,18,172
5119,AR,Pulaski County,3961,3199,1602,8762
5121,AR,Randolph County,188,154,86,428
5123,AR,St. Francis County,199,149,53,401
5125,AR,Saline County,1026,848,497,2371
5127,AR,Scott County,57,50,32,139
5129,AR,Searcy County,97,73,34,204
5131,AR,Sebastian County,1163,775,473,2411
5133,AR,Sevier County,116,122,38,276
5135,AR,Sharp County,135,151,123,409
5137,AR,Stone County,98,138,75,311
5139,AR,Union County,368,364,131,863
5141,AR,Van Buren County,172,158,100,430
5143,AR,Washington County,2578,1907,1226,5711
5145,AR,White County,721,629,276,1626
5147,AR,Woodruff County,58,91,30,179
5149,AR,Yell County,160,162,70,392
4001,AZ,Apache County,288,86,79,453
4003,AZ,Cochise County,1479,928,832,3239
4005,AZ,Coconino County,1819,942,888,3649
4007,AZ,Gila County,652,369,317,1338
4009,AZ,Graham County,380,214,228,822
4011,AZ,Greenlee County,53,37,23,113
4012,AZ,La Paz County,167,75,79,321
4013,AZ,Maricopa County,60303,37271,31965,129539
4015,AZ,Mohave County,3684,1182,1329,6195
4017,AZ,Navajo County,1077,401,485,1963
4019,AZ,Pima County,14597,8789,8374,31760
4021,AZ,Pinal County,4907,2792,2784,10483
4023,AZ,Santa Cruz County,1103,676,550,2329
4025,AZ,Yavapai County,4820,1835,2391,9046
4027,AZ,Yuma County,2895,816,692,4403
10001,DE,Kent County,1853,909,655,3417
10003,DE,New Castle County,7453,4174,3340,14967
10005,DE,Sussex County,3408,1712,1531,6651
12001,FL,Alachua County,6443,1898,4378,12719
12003,FL,Baker County,453,106,278,837
12005,FL,Bay County,5278,1282,2470,9030
12007,FL,Bradford County,546,142,302,990
12009,FL,Brevard County,16226,2564,11574,30364
12011,FL,Broward County,113312,43927,64971,222210
12013,FL,Calhoun County,238,74,127,439
12015,FL,Charlotte County,4700,1249,3599,9548
12017,FL,Citrus County,3961,1038,3102,8101
12019,FL,Clay County,5243,958,2509,8710
12021,FL,Collier County,13852,2541,6891,23284
12023,FL,Columbia County,1546,341,874,2761
12027,FL,DeSoto County,675,122,367,1164
12029,FL,Dixie County,322,55,129,506
12031,FL,Duval County,31298,9097,14638,55033
12033,FL,Escambia County,6345,1057,3957,11359
12035,FL,Flagler County,3391,841,2348,6580
12037,FL,Franklin County,352,87,223,662
12039,FL,Gadsden County,1176,275,549,2000
12041,FL,Gilchrist County,360,66,182,608
12043,FL,Glades County,224,52,109,385
12045,FL,Gulf County,389,79,203,671
12047,FL,Hamilton County,282,39,135,456
12049,FL,Hardee County,714,118,256,1088
12051,FL,Hendry County,1388,167,431,1986
12053,FL,Hernando County,5440,1141,3289,9870
12055,FL,Highlands County,2457,513,1382,4352
12057,FL,Hillsborough County,46394,10461,20401,77256
12059,FL,Holmes County,398,75,203,676
12061,FL,Indian River County,4206,1238,3029,8473
12063,FL,Jackson County,872,232,526,1630
12065,FL,Jefferson County,347,91,176,614
12067,FL,Lafayette County,122,43,122,287
12069,FL,Lake County,9684,2520,5935,18139
12071,FL,Lee County,23549,4894,13178,41621
12073,FL,Leon County,6022,1703,3348,11073
12075,FL,Levy County,1112,207,604,1923
12077,FL,Liberty County,101,31,61,193
12079,FL,Madison County,459,100,207,766
12081,FL,Manatee County,10676,1640,6204,18520
12083,FL,Marion County,9629,2162,5935,17726
12085,FL,Martin County,5395,1424,3373,10192
12086,FL,Miami-Dade County,222899,53685,115858,392442
12087,FL,Monroe County,3665,1060,2246,6971
12089,FL,Nassau County,2227,384,1084,3695
12091,FL,Okaloosa County,4011,1297,1999,7307
12093,FL,Okeechobee County,780,223,499,1502
12095,FL,Orange County,60139,16203,32243,108585
12097,FL,Osceola County,17710,4597,10276,32583
12099,FL,Palm Beach County,77620,22100,37248,136968
12101,FL,Pasco County,16491,4269,8707,29467
12103,FL,Pinellas County,31543,8215,18838,58596
12105,FL,Polk County,18031,6798,9988,34817
12107,FL,Putnam County,1766,512,1092,3370
12109,FL,St. Johns County,5875,1302,3783,10960
12111,FL,St. Lucie County,11952,3124,7319,22395
12113,FL,Santa Rosa County,3333,563,1908,5804
12115,FL,Sarasota County,13772,2485,9562,25819
12117,FL,Seminole County,17209,5689,11173,34071
12119,FL,Sumter County,1698,438,1297,3433
12121,FL,Suwannee County,939,210,593,1742
12123,FL,Taylor County,344,89,183,616
12125,FL,Union County,196,57,75,328
12127,FL,Volusia County,17254,6335,10995,34584
12129,FL,Wakulla County,521,127,334,982
12131,FL,Walton County,1937,517,1097,3551
12133,FL,Washington County,517,101,239,857
13001,GA,Appling County,396,113,70,579
13003,GA,Atkinson County,154,46,22,222
13005,GA,Bacon County,200,55,36,291
13007,GA,Baker County,75,,,112
13009,GA,Baldwin County,787,314,177,1278
13011,GA,Banks County,422,205,223,850
13013,GA,Barrow County,1772,695,515,2982
13015,GA,Bartow County,2678,729,883,4290
13017,GA,Ben Hill County,320,103,84,507
13019,GA,Berrien County,303,106,75,484
13021,GA,Bibb County,4065,1683,1224,6972
13023,GA,Bleckley County,213,111,51,375
13025,GA,Brantley County,374,142,214,730
13027,GA,Brooks County,398,88,83,569
13029,GA,Bryan County,972,563,413,1948
13031,GA,Bulloch County,1897,890,955,3742
13033,GA,Burke County,651,438,191,1280
13035,GA,Butts County,514,292,193,999
13037,GA,Calhoun County,134,43,25,202
13039,GA,Camden County,1135,462,530,2127
13043,GA,Candler County,377,201,183,761
13045,GA,Carroll County,3335,1359,1140,5834
13047,GA,Catoosa County,1246,590,480,2316
13049,GA,Charlton County,211,61,36,308
13051,GA,Chatham County,9780,5636,3856,19272
13053,GA,Chattahoochee County,81,26,15,122
13055,GA,Chattooga County,466,263,108,837
13057,GA,Cherokee County,6687,2623,2941,12251
13059,GA,Clarke County,2265,1254,874,4393
13061,GA,Clay County,86,28,21,135
13063,GA,Clayton County,11029,6996,4068,22093
13065,GA,Clinch County,117,32,15,164
13067,GA,Cobb County,25065,8740,10411,44216
13069,GA,Coffee County,842,208,168,1218
13071,GA,Colquitt County,1909,284,219,2412
13073,GA,Columbia County,2858,1608,1234,5700
13075,GA,Cook County,362,132,62,556
13077,GA,Coweta County,3240,1508,1311,6059
13079,GA,Crawford County,361,137,101,599
13081,GA,Crisp County,643,159,117,919
13083,GA,Dade County,355,168,118,641
13085,GA,Dawson County,763,211,283,1257
13087,GA,Decatur County,695,395,212,1302
13089,GA,DeKalb County,28465,11344,11707,51516
13091,GA,Dodge County,422,209,98,729
13093,GA,Dooly County,242,88,37,367
13095,GA,Dougherty County,2187,616,319,3122
13097,GA,Douglas County,4795,2169,1789,8753
13099,GA,Early County,206,79,83,368
13101,GA,Echols County,45,,,68
13103,GA,Effingham County,1565,834,557,2956
13105,GA,Elbert County,344,183,120,647
13107,GA,Emanuel County,725,464,232,1421
13109,GA,Evans County,298,146,102,546
13111,GA,Fannin County,739,300,314,1353
13113,GA,Fayette County,2782,1535,1383,5700
13115,GA,Floyd County,2173,1106,912,4191
13117,GA,Forsyth County,5375,1841,2513,9729
13119,GA,Franklin County,396,194,123,713
13121,GA,Fulton County,34530,12958,12069,59557
13123,GA,Gilmer County,708,256,252,1216
13125,GA,Glascock County,66,27,29,122
13127,GA,Glynn County,2851,1295,1625,5771
13129,GA,Gordon County,1027,380,344,1751
13131,GA,Grady County,598,156,150,904
13133,GA,Greene County,408,188,134,730
13135,GA,Gwinnett County,39385,14566,21254,75205
13137,GA,Habersham County,914,325,286,1525
13139,GA,Hall County,5014,2178,1940,9132
13141,GA,Hancock County,266,134,56,456
13143,GA,Haralson County,822,447,388,1657
13145,GA,Harris County,601,265,197,1063
13147,GA,Hart County,490,195,156,841
13149,GA,Heard County,261,98,95,454
13151,GA,Henry County,6597,3708,2607,12912
13153,GA,Houston County,2703,1002,963,4668
13155,GA,Irwin County,148,54,40,242
13157,GA,Jackson County,1177,584,380,2141
13159,GA,Jasper County,285,155,79,519
13161,GA,Jeff Davis County,280,71,36,387
13163,GA,Jefferson County,492,301,107,900
13165,GA,Jenkins County,225,99,60,384
13167,GA,Johnson County,251,96,64,411
13169,GA,Jones County,595,233,198,1026
13171,GA,Lamar County,477,247,161,885
13173,GA,Lanier County,162,53,24,239
13175,GA,Laurens County,1337,517,568,2422
13177,GA,Lee County,651,194,139,984
13179,GA,Liberty County,1060,613,316,1989
13181,GA,Lincoln County,244,118,63,425
13183,GA,Long County,255,91,71,417
13185,GA,Lowndes County,1821,700,394,2915
13187,GA,Lumpkin County,673,278,227,1178
13189,GA,McDuffie County,603,279,153,1035
13191,GA,McIntosh County,480,249,339,1068
13193,GA,Macon County,249,89,60,398
13195,GA,Madison County,505,242,171,918
13197,GA,Marion County,159,55,38,252
13199,GA,Meriwether County,416,170,186,772
13201,GA,Miller County,191,91,38,320
13205,GA,Mitchell County,601,179,120,900
13207,GA,Monroe County,577,279,219,1075
13209,GA,Montgomery County,138,36,41,215
13211,GA,Morgan County,538,267,139,944
13213,GA,Murray County,625,238,227,1090
13215,GA,Muscogee County,3829,1500,1122,6451
13217,GA,Newton County,3102,1767,1120,5989
13219,GA,Oconee County,699,341,286,1326
13221,GA,Oglethorpe County,274,157,79,510
13223,GA,Paulding County,4211,1648,1620,7479
13225,GA,Peach County,568,256,222,1046
13227,GA,Pickens County,787,253,352,1392
13229,GA,Pierce County,267,89,61,417
13231,GA,Pike County,359,116,77,552
13233,GA,Polk County,956,524,368,1848
13235,GA,Pulaski County,186,94,49,329
13237,GA,Putnam County,505,170,144,819
13239,GA,Quitman County,53,18,14,85
13241,GA,Rabun County,565,279,207,1051
13243,GA,Randolph County,189,63,34,286
13245,GA,Richmond County,5972,3011,1490,10473
13247,GA,Rockdale County,2997,1705,1214,5916
13249,GA,Schley County,96,34,19,149
13251,GA,Screven County,425,268,188,881
13253,GA,Seminole County,220,76,55,351
13255,GA,Spalding County,1480,755,405,2640
13257,GA,Stephens County,488,151,163,802
13259,GA,Stewart County,87,62,19,168
13261,GA,Sumter County,787,317,185,1289
13263,GA,Talbot County,163,69,43,275
13265,GA,Taliaferro County,40,30,21,91
13267,GA,Tattnall County,482,174,148,804
13269,GA,Taylor County,170,49,29,248
13271,GA,Telfair County,188,89,40,317
13273,GA,Terrell County,261,50,31,342
13275,GA,Thomas County,1309,349,284,1942
13277,GA,Tift County,764,311,144,1219
13279,GA,Toombs County,450,138,77,665
13281,GA,Towns County,301,174,126,601
13283,GA,Treutlen County,138,38,28,204
13285,GA,Troup County,1477,764,459,2700
13287,GA,Turner County,175,55,51,281
13289,GA,Twiggs County,181,80,47,308
13291,GA,Union County,576,243,278,1097
13293,GA,Upson County,501,188,136,825
13295,GA,Walker County,1213,623,427,2263
13297,GA,Walton County,2144,1084,812,4040
13299,GA,Ware County,585,174,98,857
13301,GA,Warren County,178,106,49,333
13303,GA,Washington County,452,254,167,873
13305,GA,Wayne County,723,332,331,1386
13307,GA,Webster County,66,40,18,124
13309,GA,Wheeler County,88,27,19,134
13311,GA,White County,963,268,336,1567
13313,GA,Whitfield County,1719,724,678,3121
13315,GA,Wilcox County,142,63,45,250
13317,GA,Wilkes County,224,129,60,413
13319,GA,Wilkinson County,201,153,64,418
13321,GA,Worth County,409,112,66,587
19001,IA,Adair County,59,30,53,142
19003,IA,Adams County,38,,,62
19005,IA,Allamakee County,149,35,88,272
19007,IA,Appanoose County,133,27,85,245
19009,IA,Audubon County,70,28,33,131
19011,IA,Benton County,162,98,140,400
19013,IA,Black Hawk County,826,444,458,1728
19015,IA,Boone County,187,43,96,326
19017,IA,Bremer County,145,59,94,298
19019,IA,Buchanan County,140,33,69,242
19021,IA,Buena Vista County,108,40,52,200
19023,IA,Butler County,109,15,69,193
19025,IA,Calhoun County,82,15,46,143
19027,IA,Carroll County,149,29,70,248
19029,IA,Cass County,128,39,50,217
19031,IA,Cedar County,115,37,92,244
19033,IA,Cerro Gordo County,304,65,233,602
19035,IA,Cherokee County,109,19,36,164
19037,IA,Chickasaw County,109,27,79,215
19039,IA,Clarke County,55,27,44,126
19041,IA,Clay County,153,55,79,287
19043,IA,Clayton County,195,41,99,335
19045,IA,Clinton County,371,138,185,694
19047,IA,Crawford County,123,35,46,204
19049,IA,Dallas County,606,249,262,1117
19051,IA,Davis County,48,15,23,86
19053,IA,Decatur County,108,22,44,174
19055,IA,Delaware County,118,29,63,210
19057,IA,Des Moines County,278,54,160,492
19059,IA,Dickinson County,169,49,77,295
19061,IA,Dubuque County,595,77,470,1142
19063,IA,Emmet County,59,11,34,104
19065,IA,Fayette County,186,42,96,324
19067,IA,Floyd County,104,23,84,211
19069,IA,Franklin County,96,19,39,154
19071,IA,Fremont County,68,13,38,119
19073,IA,Greene County,75,,,115
19075,IA,Grundy County,88,14,43,145
19077,IA,Guthrie County,100,43,60,203
19079,IA,Hamilton County,135,29,60,224
19081,IA,Hancock County,67,16,39,122
19083,IA,Hardin County,152,27,76,255
19085,IA,Harrison County,156,45,71,272
19087,IA,Henry County,107,43,63,213
19089,IA,Howard County,92,26,86,204
19091,IA,Humboldt County,65,15,39,119
19093,IA,Ida County,70,17,13,100
19095,IA,Iowa County,114,28,78,220
19097,IA,Jackson County,140,43,88,271
19099,IA,Jasper County,249,129,129,507
19101,IA,Jefferson County,234,58,194,486
19103,IA,Johnson County,937,307,580,1824
19105,IA,Jones County,133,59,77,269
19107,IA,Keokuk County,81,27,32,140
19109,IA,Kossuth County,102,19,70,191
19111,IA,Lee County,284,65,140,489
19113,IA,Linn County,1622,753,850,3225
19115,IA,Louisa County,65,16,45,126
19117,IA,Lucas County,59,15,18,92
19119,IA,Lyon County,47,24,42,113
19121,IA,Madison County,129,70,107,306
19123,IA,Mahaska County,143,43,79,265
19125,IA,Marion County,231,81,89,401
19127,IA,Marshall County,257,55,166,478
19129,IA,Mills County,140,37,40,217
19131,IA,Mitchell County,66,,,122
19133,IA,Monona County,107,31,51,189
19135,IA,Monroe County,60,13,19,92
19137,IA,Montgomery County,115,26,38,179
19139,IA,Muscatine County,323,135,191,649
19141,IA,O'Brien County,56,30,29,115
19143,IA,Osceola County,37,,,64
19145,IA,Page County,117,40,39,196
19147,IA,Palo Alto County,61,29,28,118
19149,IA,Plymouth County,156,54,85,295
19151,IA,Pocahontas County,44,17,25,86
19153,IA,Polk County,4108,1872,1863,7843
19155,IA,Pottawattamie County,771,273,258,1302
19157,IA,Poweshiek County,123,37,103,263
19159,IA,Ringgold County,56,24,30,110
19161,IA,Sac County,121,29,51,201
19163,IA,Scott County,1439,627,789,2855
19165,IA,Shelby County,99,47,47,193
19167,IA,Sioux County,175,64,71,310
19169,IA,Story County,584,111,262,957
19171,IA,Tama County,114,14,53,181
19173,IA,Taylor County,49,13,20,82
19175,IA,Union County,93,38,44,175
19177,IA,Van Buren County,45,14,35,94
19179,IA,Wapello County,231,69,125,425
19181,IA,Warren County,361,158,188,707
19183,IA,Washington County,193,58,75,326
19185,IA,Wayne County,70,26,31,127
19187,IA,Webster County,298,50,144,492
19189,IA,Winnebago County,66,20,45,131
19191,IA,Winneshiek County,260,87,256,603
19193,IA,Woodbury County,892,406,335,1633
19195,IA,Worth County,59,,,91
19197,IA,Wright County,128,20,65,213
17001,IL,Adams County,732,407,324,1463
17003,IL,Alexander County,49,24,27,100
17005,IL,Bond County,194,152,92,438
17007,IL,Boone County,702,394,332,1428
17009,IL,Brown County,54,27,35,116
17011,IL,Bureau County,434,225,200,859
17013,IL,Calhoun County,56,66,41,163
17015,IL,Carroll County,267,127,135,529
17017,IL,Cass County,155,92,61,308
17019,IL,Champaign County,1914,885,1004,3803
17021,IL,Christian County,401,157,122,680
17023,IL,Clark County,241,129,86,456
17025,IL,Clay County,177,108,118,403
17027,IL,Clinton County,374,266,171,811
17029,IL,Coles County,534,284,273,1091
17031,IL,Cook County,78988,47646,30589,157223
17033,IL,Crawford County,224,114,80,418
17035,IL,Cumberland County,156,84,77,317
17037,IL,DeKalb County,1329,783,600,2712
17039,IL,De Witt County,216,104,79,399
17041,IL,Douglas County,246,134,106,486
17043,IL,DuPage County,15099,8778,6685,30562
17045,IL,Edgar County,264,96,85,445
17047,IL,Edwards County,92,42,40,174
17049,IL,Effingham County,607,312,298,1217
17051,IL,Fayette County,256,170,151,577
17053,IL,Ford County,207,75,77,359
17055,IL,Franklin County,482,244,217,943
17057,IL,Fulton County,403,235,139,777
17059,IL,Gallatin County,58,51,26,135
17061,IL,Greene County,140,107,75,322
17063,IL,Grundy County,567,266,228,1061
17065,IL,Hamilton County,87,52,79,218
17067,IL,Hancock County,189,123,83,395
17069,IL,Hardin County,35,12,13,60
17071,IL,Henderson County,88,48,47,183
17073,IL,Henry County,626,333,244,1203
17075,IL,Iroquois County,346,193,164,703
17077,IL,Jackson County,566,312,226,1104
17079,IL,Jasper County,151,125,92,368
17081,IL,Jefferson County,442,283,198,923
17083,IL,Jersey County,213,126,116,455
17085,IL,Jo Daviess County,337,231,201,769
17087,IL,Johnson County,129,51,79,259
17089,IL,Kane County,6457,3635,2653,12745
17091,IL,Kankakee County,1085,663,396,2144
17093,IL,Kendall County,1555,861,648,3064
17095,IL,Knox County,515,363,265,1143
17097,IL,Lake County,10259,5308,4842,20409
17099,IL,LaSalle County,1310,796,526,2632
17101,IL,Lawrence County,151,110,87,348
17103,IL,Lee County,355,240,180,775
17105,IL,Livingston County,406,198,139,743
17107,IL,Logan County,323,177,143,643
17109,IL,McDonough County,261,192,145,598
17111,IL,McHenry County,5097,2413,2519,10029
17113,IL,McLean County,1568,823,655,3046
17115,IL,Macon County,1176,610,455,2241
17117,IL,Macoupin County,508,330,283,1121
17119,IL,Madison County,3014,1799,1396,6209
17121,IL,Marion County,372,243,179,794
17123,IL,Marshall County,165,62,50,277
17125,IL,Mason County,155,80,64,299
17127,IL,Massac County,164,96,73,333
17129,IL,Menard County,157,64,33,254
17131,IL,Mercer County,209,109,96,414
17133,IL,Monroe County,392,234,210,836
17135,IL,Montgomery County,354,218,161,733
17137,IL,Morgan County,356,254,185,795
17139,IL,Moultrie County,206,124,93,423
17141,IL,Ogle County,646,464,359,1469
17143,IL,Peoria County,1905,1049,709,3663
17145,IL,Perry County,203,115,101,419
17147,IL,Piatt County,195,91,118,404
17149,IL,Pike County,220,126,77,423
17151,IL,Pope County,37,22,19,78
17153,IL,Pulaski County,61,36,21,118
17155,IL,Putnam County,90,64,46,200
17157,IL,Randolph County,202,176,120,498
17159,IL,Richland County,183,116,99,398
17161,IL,Rock Island County,1556,870,643,3069
17163,IL,St. Clair County,2877,1608,1123,5608
17165,IL,Saline County,256,157,144,557
17167,IL,Sangamon County,2096,1139,671,3906
17169,IL,Schuyler County,109,53,44,206
17171,IL,Scott County,53,39,24,116
17173,IL,Shelby County,353,164,159,676
17175,IL,Stark County,68,40,38,146
17177,IL,Stephenson County,786,403,384,1573
17179,IL,Tazewell County,1218,627,533,2378
17181,IL,Union County,215,98,79,392
17183,IL,Vermilion County,768,386,337,1491
17185,IL,Wabash County,165,99,55,319
17187,IL,Warren County,183,107,88,378
17189,IL,Washington County,142,130,75,347
17191,IL,Wayne County,218,111,102,431
17193,IL,White County,207,115,101,423
17195,IL,Whiteside County,617,388,358,1363
17197,IL,Will County,9144,5426,3592,18162
17199,IL,Williamson County,736,391,384,1511
17201,IL,Winnebago County,3801,2068,1676,7545
17203,IL,Woodford County,310,233,194,737
18001,IN,Adams County,541,185,274,1000
18003,IN,Allen County,6157,2327,3003,11487
18005,IN,Bartholomew County,1130,407,523,2060
18007,IN,Benton County,162,71,51,284
18009,IN,Blackford County,186,113,121,420
18011,IN,Boone County,1131,489,605,2225
18013,IN,Brown County,390,126,289,805
18015,IN,Carroll County,368,132,184,684
18017,IN,Cass County,516,264,338,1118
18019,IN,Clark County,1525,845,551,2921
18021,IN,Clay County,441,196,243,880
18023,IN,Clinton County,488,181,239,908
18025,IN,Crawford County,164,109,86,359
18027,IN,Daviess County,381,194,215,790
18029,IN,Dearborn County,806,376,339,1521
18031,IN,Decatur County,535,168,260,963
18033,IN,DeKalb County,682,248,289,1219
18035,IN,Delaware County,1564,817,867,3248
18037,IN,Dubois County,606,312,332,1250
18039,IN,Elkhart County,3012,1465,1711,6188
18041,IN,Fayette County,415,168,276,859
18043,IN,Floyd County,1134,504,464,2102
18045,IN,Fountain County,286,92,140,518
18047,IN,Franklin County,455,216,182,853
18049,IN,Fulton County,408,182,227,817
18051,IN,Gibson County,596,227,257,1080
18053,IN,Grant County,830,418,430,1678
18055,IN,Greene County,548,290,219,1057
18057,IN,Hamilton County,5778,2801,3262,11841
18059,IN,Hancock County,1177,682,747,2606
18061,IN,Harrison County,475,290,217,982
18063,IN,Hendricks County,2429,1462,1438,5329
18065,IN,Henry County,638,322,413,1373
18067,IN,Howard County,919,475,511,1905
18069,IN,Huntington County,625,212,241,1078
18071,IN,Jackson County,823,218,355,1396
18073,IN,Jasper County,490,220,276,986
18075,IN,Jay County,377,200,143,720
18077,IN,Jefferson County,480,269,225,974
18079,IN,Jennings County,484,187,233,904
18081,IN,Johnson County,2407,1460,1419,5286
18083,IN,Knox County,490,356,203,1049
18085,IN,Kosciusko County,1593,678,896,3167
18087,IN,LaGrange County,433,143,206,782
18089,IN,Lake County,7858,4565,3710,16133
18091,IN,LaPorte County,1614,959,968,3541
18093,IN,Lawrence County,713,320,413,1446
18095,IN,Madison County,1950,1163,1085,4198
18097,IN,Marion County,17996,10780,8174,36950
18099,IN,Marshall County,963,404,551,1918
18101,IN,Martin County,161,76,94,331
18103,IN,Miami County,438,235,239,912
18105,IN,Monroe County,2358,1275,1582,5215
18107,IN,Montgomery County,670,214,280,1164
18109,IN,Morgan County,1060,732,582,2374
18111,IN,Newton County,277,92,123,492
18113,IN,Noble County,770,238,318,1326
18115,IN,Ohio County,72,46,34,152
18117,IN,Orange County,256,171,151,578
18119,IN,Owen County,382,188,217,787
18121,IN,Parke County,298,92,149,539
18123,IN,Perry County,234,149,131,514
18125,IN,Pike County,171,90,82,343
18127,IN,Porter County,2367,1612,1339,5318
18129,IN,Posey County,407,163,212,782
18131,IN,Pulaski County,232,110,118,460
18133,IN,Putnam County,477,241,294,1012
18135,IN,Randolph County,375,164,225,764
18137,IN,Ripley County,445,234,253,932
18139,IN,Rush County,373,187,226,786
18141,IN,St. Joseph County,4742,2099,2881,9722
18143,IN,Scott County,344,192,135,671
18145,IN,Shelby County,677,420,423,1520
18147,IN,Spencer County,308,168,186,662
18149,IN,Starke County,443,249,250,942
18151,IN,Steuben County,621,190,351,1162
18153,IN,Sullivan County,242,147,159,548
18155,IN,Switzerland County,151,62,41,254
18157,IN,Tippecanoe County,2589,979,1067,4635
18159,IN,Tipton County,234,121,135,490
18161,IN,Union County,108,33,53,194
18163,IN,Vanderburgh County,3493,1654,1639,6786
18165,IN,Vermillion County,277,99,149,525
18167,IN,Vigo County,1656,756,1001,3413
18169,IN,Wabash County,549,162,318,1029
18171,IN,Warren County,143,47,71,261
18173,IN,Warrick County,1229,532,623,2384
18175,IN,Washington County,456,277,312,1045
18177,IN,Wayne County,924,277,394,1595
18179,IN,Wells County,435,189,214,838
18181,IN,White County,471,160,167,798
18183,IN,Whitley County,529,247,286,1062
20001,KS,Allen County,210,141,90,441
20003,KS,Anderson County,137,85,59,281
20005,KS,Atchison County,280,87,84,451
20007,KS,Barber County,78,27,14,119
20009,KS,Barton County,464,140,175,779
20011,KS,Bourbon County,320,108,113,541
20013,KS,Brown County,156,59,56,271
20015,KS,Butler County,1006,399,407,1812
20017,KS,Chase County,48,12,40,100
20019,KS,Chautauqua County,76,43,26,145
20021,KS,Cherokee County,302,117,91,510
20023,KS,Cheyenne County,39,,,64
20025,KS,Clark County,26,,,42
20027,KS,Clay County,129,61,45,235
20029,KS,Cloud County,148,69,76,293
20031,KS,Coffey County,177,63,55,295
20033,KS,Comanche County,14,24,27,65
20035,KS,Cowley County,417,196,247,860
20037,KS,Crawford County,619,202,173,994
20039,KS,Decatur County,65,34,21,120
20041,KS,Dickinson County,353,180,131,664
20043,KS,Doniphan County,118,64,41,223
20045,KS,Douglas County,2526,1163,1258,4947
20047,KS,Edwards County,43,30,27,100
20049,KS,Elk County,69,17,36,122
20051,KS,Ellis County,356,180,187,723
20053,KS,Ellsworth County,80,37,36,153
20055,KS,Finney County,556,231,188,975
20057,KS,Ford County,391,168,136,695
20059,KS,Franklin County,575,220,272,1067
20061,KS,Geary County,315,90,100,505
20063,KS,Gove County,45,19,26,90
20065,KS,Graham County,39,,,67
20067,KS,Grant County,98,35,33,166
20069,KS,Gray County,86,27,19,132
20071,KS,Greeley County,36,,,43
20073,KS,Greenwood County,115,66,50,231
20075,KS,Hamilton County,41,26,16,83
20077,KS,Harper County,75,43,33,151
20079,KS,Harvey County,543,220,227,990
20081,KS,Haskell County,90,21,15,126
20083,KS,Hodgeman County,29,25,15,69
20085,KS,Jackson County,188,98,82,368
20087,KS,Jefferson County,334,114,151,599
20089,KS,Jewell County,55,22,25,102
20091,KS,Johnson County,12041,6719,6701,25461
20093,KS,Kearny County,59,15,22,96
20095,KS,Kingman County,108,44,74,226
20097,KS,Kiowa County,38,19,16,73
20099,KS,Labette County,300,111,109,520
20101,KS,Lane County,15,,,36
20103,KS,Leavenworth County,1104,527,541,2172
20105,KS,Lincoln County,53,37,16,106
20107,KS,Linn County,217,82,90,389
20109,KS,Logan County,31,22,29,82
